label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.28879078393817614,-0.0920026823215487,-0.12892748062200438,0.6274612686983314,-0.3615074638208859,-0.1655494826869615,0.794330558696842,-0.6630282815153196,-0.17963814956582455,0.786088995737702,-0.9499749720924797,-0.15793661004593137,0.5919207373008595,-0.8054643080619681,-0.1337874782708086,0.6647940989157067,-0.9024779499725595,-0.2628316870818744,0.5119546390147075,-0.6100148162397091,-0.315627848944396,0.4707903757692407,-0.6723702513040621,-0.3487405599062955,0.34827642497334005,-0.9291322775809036,-0.12416417585242631,0.4185294241648825,-0.9768990467094252,-0.25244934799552077,0.29401560695198814,-0.5781592262922696,-0.2786041633376964,0.3036215471651729,-0.6782122601467457,-0.29334146273110656,0.12582964519782597,-0.942170482366237,-0.13015135382482917,0.17795124482252414,-1.0063785783096848,-0.2644539985544421,0.11410535368694445,-0.6375695121116043,-0.2169604001964814,0.10930332470923192,-0.7308581010102488,-0.17754905439520363,-0.06636334598377928,-0.9619284771646884,-0.1456049983330568,-0.05114107314275854,-0.9301097535071636,-0.22441453035765427,-0.06939650700542506,-0.6995876985097657,-0.182030710121122,-0.08710641064496967,-0.7662886825923766,-0.14650226736184835
A,0.0,0.0,0.0,0.28879078393817614,-0.0920026823215487,-0.12892748062200438,0.6274612686983314,-0.3615074638208859,-0.1655494826869615,0.794330558696842,-0.6630282815153196,-0.17963814956582455,0.786088995737702,-0.9499749720924797,-0.15793661004593137,0.5919207373008595,-0.8054643080619681,-0.1337874782708086,0.6647940989157067,-0.9024779499725595,-0.2628316870818744,0.5119546390147075,-0.6100148162397091,-0.315627848944396,0.4707903757692407,-0.6723702513040621,-0.3487405599062955,0.34827642497334005,-0.9291322775809036,-0.12416417585242631,0.4185294241648825,-0.9768990467094252,-0.25244934799552077,0.29401560695198814,-0.5781592262922696,-0.2786041633376964,0.3036215471651729,-0.6782122601467457,-0.29334146273110656,0.12582964519782597,-0.942170482366237,-0.13015135382482917,0.17795124482252414,-1.0063785783096848,-0.2644539985544421,0.11410535368694445,-0.6375695121116043,-0.2169604001964814,0.10930332470923192,-0.7308581010102488,-0.17754905439520363,-0.06636334598377928,-0.9619284771646884,-0.1456049983330568,-0.05114107314275854,-0.9301097535071636,-0.22441453035765427,-0.06939650700542506,-0.6995876985097657,-0.182030710121122,-0.08710641064496967,-0.7662886825923766,-0.14650226736184835
A,0.0,0.0,0.0,0.32211471455334595,-0.09120727856396131,-0.10865219511802039,0.66733193077846,-0.3583469982357428,-0.13530422275987614,0.8376019558592327,-0.6626577999076534,-0.14017371942130794,0.8206386594079288,-0.9597271595093868,-0.1089005448170754,0.626719270098643,-0.7895974791026241,-0.11764136386380292,0.6872560577689543,-0.8822260196685501,-0.23949482703590028,0.5220422679347252,-0.5926823545373868,-0.29789251312045506,0.4875523828449876,-0.6725263992605708,-0.33962334541198475,0.37738088999269453,-0.919320298095314,-0.11150718980525384,0.455524039085115,-0.9813765296551907,-0.23780953625487983,0.3215939810473336,-0.5788070368090144,-0.2767026117745899,0.33256059437307806,-0.674924993331853,-0.3044872281937772,0.14810097714817805,-0.9346018338267444,-0.11613575979340691,0.21444659590507045,-1.0208432731025043,-0.24184273008893692,0.14362347398237865,-0.6411435618222033,-0.19844066127852322,0.13574490536201714,-0.7254614806763627,-0.16580801723801034,-0.04256323390646863,-0.9678889248109197,-0.12767894427461407,-0.023602648652960845,-0.9435253005466006,-0.19642367671459304,-0.042698365966822555,-0.7036350136311497,-0.1530430686964792,-0.05031142120297303,-0.7623322105579708,-0.12096172453256405
A,0.0,0.0,0.0,0.3057358267509517,-0.07800704336788512,-0.12545537037542995,0.6466710513219315,-0.34545566498478997,-0.1608996571886609,0.8170808239741899,-0.6663259983597651,-0.1729318472391349,0.8004659122666138,-0.9605445657199165,-0.14836939814633515,0.6000665200895179,-0.8025174755031239,-0.13840782090440829,0.674703861958215,-0.9114302286960163,-0.2641476796129125,0.5163415782355276,-0.6072729830613607,-0.31287710999905644,0.47380832548696017,-0.6651023512385212,-0.34497583628629824,0.3520837316243176,-0.9269509908912219,-0.12961059528941843,0.4359895621606212,-0.9892601340745281,-0.25765052531731447,0.3079709765366267,-0.5778772890536423,-0.28469785783403945,0.3148827798069784,-0.6761662373950038,-0.3023261804533319,0.12587871659931973,-0.9414678834111372,-0.134707638941112,0.19325280868903086,-1.0241192058614805,-0.2724444756025555,0.1260653958251193,-0.6399548104975002,-0.2263992911304201,0.11639163491510902,-0.7300322417623792,-0.18831607105100093,-0.07054612549080189,-0.9683757493719644,-0.14757033604605416,-0.040202690598631144,-0.9487039571167163,-0.23152007272032557,-0.058876140515553045,-0.7102959639092167,-0.19076369430164136,-0.07954726213358505,-0.7753548256289038,-0.15705108432332682
A,0.0,0.0,0.0,0.3057358267509517,-0.07800704336788512,-0.12545537037542995,0.6466710513219315,-0.34545566498478997,-0.1608996571886609,0.8170808239741899,-0.6663259983597651,-0.1729318472391349,0.8004659122666138,-0.9605445657199165,-0.14836939814633515,0.6000665200895179,-0.8025174755031239,-0.13840782090440829,0.674703861958215,-0.9114302286960163,-0.2641476796129125,0.5163415782355276,-0.6072729830613607,-0.31287710999905644,0.47380832548696017,-0.6651023512385212,-0.34497583628629824,0.3520837316243176,-0.9269509908912219,-0.12961059528941843,0.4359895621606212,-0.9892601340745281,-0.25765052531731447,0.3079709765366267,-0.5778772890536423,-0.28469785783403945,0.3148827798069784,-0.6761662373950038,-0.3023261804533319,0.12587871659931973,-0.9414678834111372,-0.134707638941112,0.19325280868903086,-1.0241192058614805,-0.2724444756025555,0.1260653958251193,-0.6399548104975002,-0.2263992911304201,0.11639163491510902,-0.7300322417623792,-0.18831607105100093,-0.07054612549080189,-0.9683757493719644,-0.14757033604605416,-0.040202690598631144,-0.9487039571167163,-0.23152007272032557,-0.058876140515553045,-0.7102959639092167,-0.19076369430164136,-0.07954726213358505,-0.7753548256289038,-0.15705108432332682
A,0.0,0.0,0.0,0.31706271826782634,-0.10135884971823372,-0.11678384784365031,0.6476565485154361,-0.3842922961708323,-0.1482804233258561,0.8132355540208648,-0.6886557124637935,-0.15751189813539376,0.8016861416948688,-0.9766679636160245,-0.13118648888695666,0.5959538507758197,-0.8092501031107366,-0.1319072474794616,0.6665310189904687,-0.9151347007191653,-0.2521498185490217,0.5125519416483391,-0.6127691465305276,-0.3030876953879156,0.4741192701490769,-0.6760592089091396,-0.3383619819428428,0.34379187796330923,-0.9306103452600052,-0.12558475202633052,0.43043432570576473,-0.9944631488313718,-0.24794316454562534,0.3100319868496047,-0.5873539220851042,-0.2801970195422205,0.3160219088013201,-0.6830542128051236,-0.3053594684960612,0.11516217139125648,-0.9381730634104472,-0.13110594655374366,0.18987012170081363,-1.024284898556153,-0.2599945125697982,0.12810240511864754,-0.6459457498544398,-0.21707846235735379,0.11502986177593674,-0.7359906224573207,-0.18503707487853469,-0.07712531634257247,-0.959917644838573,-0.14381889991015986,-0.04221246013394523,-0.9478590171681566,-0.21794194291311997,-0.056023241399523104,-0.7102257132521206,-0.1741868521257807,-0.07780557883558135,-0.770953340153027,-0.14186589351370069
A,0.0,0.0,0.0,0.31706271826782634,-0.10135884971823372,-0.11678384784365031,0.6476565485154361,-0.3842922961708323,-0.1482804233258561,0.8132355540208648,-0.6886557124637935,-0.15751189813539376,0.8016861416948688,-0.9766679636160245,-0.13118648888695666,0.5959538507758197,-0.8092501031107366,-0.1319072474794616,0.6665310189904687,-0.9151347007191653,-0.2521498185490217,0.5125519416483391,-0.6127691465305276,-0.3030876953879156,0.4741192701490769,-0.6760592089091396,-0.3383619819428428,0.34379187796330923,-0.9306103452600052,-0.12558475202633052,0.43043432570576473,-0.9944631488313718,-0.24794316454562534,0.3100319868496047,-0.5873539220851042,-0.2801970195422205,0.3160219088013201,-0.6830542128051236,-0.3053594684960612,0.11516217139125648,-0.9381730634104472,-0.13110594655374366,0.18987012170081363,-1.024284898556153,-0.2599945125697982,0.12810240511864754,-0.6459457498544398,-0.21707846235735379,0.11502986177593674,-0.7359906224573207,-0.18503707487853469,-0.07712531634257247,-0.959917644838573,-0.14381889991015986,-0.04221246013394523,-0.9478590171681566,-0.21794194291311997,-0.056023241399523104,-0.7102257132521206,-0.1741868521257807,-0.07780557883558135,-0.770953340153027,-0.14186589351370069
A,0.0,0.0,0.0,0.332833522102408,-0.0920001020651065,-0.10869456436899932,0.6784242561229505,-0.3737974552633385,-0.13585062044899351,0.8485692688574815,-0.709547496044033,-0.14359337028815453,0.8308444986387657,-1.0191835930668365,-0.11584154898360492,0.630121232992479,-0.8011474620098875,-0.11440980345062791,0.686152739823826,-0.938296436401204,-0.24175067947799947,0.5282244678979916,-0.6303074112288102,-0.3016614640537326,0.4936428013119475,-0.6895122272275841,-0.34253678978502367,0.36894334184178595,-0.9227915730915398,-0.11106990205207004,0.44812485680390346,-1.0319384101895752,-0.23984642370777726,0.3223959090045103,-0.6013000072511565,-0.2733964124373709,0.332163663618879,-0.6834962275027826,-0.2963768348427659,0.13087933162275175,-0.9356238447396469,-0.12018517755520967,0.19956466363386627,-1.073528890248736,-0.2526452024317078,0.1344845250341046,-0.6670827103972794,-0.20078744765000628,0.12661009565954506,-0.7322003446506645,-0.15977082899037126,-0.07254704222070539,-0.9730584652919041,-0.13605773603935534,-0.05485511491027297,-0.9924578132967169,-0.20454893567228877,-0.06617367060014581,-0.7375233590106873,-0.15220982701605948,-0.06942888177010428,-0.7744773783383984,-0.11327707378132121
A,0.0,0.0,0.0,0.3293087063277413,-0.10268660559420599,-0.10791260954138386,0.6625130717415636,-0.39596236094177667,-0.13520666240660315,0.8227183282232753,-0.7375720725395563,-0.14515491475481912,0.8307958768732621,-1.0466043147203472,-0.12014261570697118,0.6239615227324157,-0.7939204821688596,-0.105424272870871,0.6740536842190455,-0.937904431935434,-0.23024877157623058,0.52520970612405,-0.6471679227473366,-0.2831987697210668,0.49707293873944497,-0.6972628598842954,-0.31703606281815505,0.3691956139402701,-0.9231891524695139,-0.10684749603939064,0.43699534134500934,-1.0334366295597903,-0.23612868215357097,0.31432317329808507,-0.6183290512270831,-0.267684898421173,0.32896134384389103,-0.6920570938429482,-0.2867715225106471,0.13391510895132308,-0.9420416402989225,-0.12228634015691701,0.19118246193587568,-1.0785062856255725,-0.2612135712273999,0.1251072257708789,-0.6819856804737335,-0.21465019216721234,0.12364682750511813,-0.7515326459111549,-0.17387206385332957,-0.07057463304701946,-0.9727028278083168,-0.14429268605964501,-0.05474313595612889,-1.002018163402111,-0.21778664318953592,-0.06588270081047129,-0.7535554857118657,-0.16836370115203506,-0.06992140743667614,-0.7930555624468422,-0.12973082051083962
A,0.0,0.0,0.0,0.3293087063277413,-0.10268660559420599,-0.10791260954138386,0.6625130717415636,-0.39596236094177667,-0.13520666240660315,0.8227183282232753,-0.7375720725395563,-0.14515491475481912,0.8307958768732621,-1.0466043147203472,-0.12014261570697118,0.6239615227324157,-0.7939204821688596,-0.105424272870871,0.6740536842190455,-0.937904431935434,-0.23024877157623058,0.52520970612405,-0.6471679227473366,-0.2831987697210668,0.49707293873944497,-0.6972628598842954,-0.31703606281815505,0.3691956139402701,-0.9231891524695139,-0.10684749603939064,0.43699534134500934,-1.0334366295597903,-0.23612868215357097,0.31432317329808507,-0.6183290512270831,-0.267684898421173,0.32896134384389103,-0.6920570938429482,-0.2867715225106471,0.13391510895132308,-0.9420416402989225,-0.12228634015691701,0.19118246193587568,-1.0785062856255725,-0.2612135712273999,0.1251072257708789,-0.6819856804737335,-0.21465019216721234,0.12364682750511813,-0.7515326459111549,-0.17387206385332957,-0.07057463304701946,-0.9727028278083168,-0.14429268605964501,-0.05474313595612889,-1.002018163402111,-0.21778664318953592,-0.06588270081047129,-0.7535554857118657,-0.16836370115203506,-0.06992140743667614,-0.7930555624468422,-0.12973082051083962
A,0.0,0.0,0.0,0.3345924100750557,-0.09830449622470179,-0.10831202930187679,0.6563114661513815,-0.4184652746688993,-0.13141887850650807,0.8010164310613755,-0.7777626535189911,-0.13657359659354065,0.8418364023838821,-1.072930148404339,-0.10456145605001885,0.6156978919274838,-0.8093600985701451,-0.10738216808374687,0.6634230944029886,-0.9770114280273383,-0.233559421004943,0.5162844034931711,-0.6683694629403389,-0.28355742999749095,0.49198868210466956,-0.7034359616713513,-0.3140979254650216,0.3483270251987477,-0.9311979565101322,-0.10741810511987694,0.4259688255010111,-1.0551261136847425,-0.23405602565652828,0.30932861399370665,-0.6271759851697218,-0.26194683186796625,0.3233283532159753,-0.6931420257420511,-0.2790257995824445,0.11119278775304024,-0.9449718593829315,-0.12267026070876254,0.1794937210813448,-1.093018192788185,-0.2633539949026166,0.11530708814566804,-0.6870919852111146,-0.2184605285623146,0.11189621580259546,-0.7544194554226489,-0.17793697171148018,-0.08988961967067521,-0.9727257893955481,-0.1441925125587191,-0.06555890763062501,-1.0076588734785499,-0.22174651224459638,-0.07729714579490352,-0.759307506207418,-0.17578479086161805,-0.08695831705672342,-0.8037501353955289,-0.13873019390478245
